,symbol,interval,open,high,low,close,volume,macd,macdsignal,ema200,GT_ema200,signal_over_under,cross,trade_status,take_profit,stop_loss,win,loss
2021-01-15 19:00:00,BTCUSD,30,38462.0,38549.5,38080.0,38164.5,88246927,-112.75315595437132,-101.49865604745062,36932.178221557726,Bull,1,1.0,Exit Long,39453.09,38292.705,0.0,-100.0
2021-01-15 19:30:00,BTCUSD,30,38164.5,38374.5,37959.5,38125.0,96665883,-130.0335901738872,-107.20564287273794,36944.04709497506,Bull,1,0.0,,0.0,0.0,0.0,0.0
2021-01-15 20:00:00,BTCUSD,30,38125.0,38220.0,37277.5,37392.0,216299143,-200.56346211027267,-125.87720672024489,36948.50433781113,Bull,1,0.0,,0.0,0.0,0.0,0.0
2021-01-15 20:30:00,BTCUSD,30,37392.0,37805.5,37152.5,37781.0,220559064,-222.50494625290594,-145.2027546267771,36956.78787673838,Bull,1,0.0,,0.0,0.0,0.0,0.0
2021-01-15 21:00:00,BTCUSD,30,37781.0,37895.0,37280.0,37468.0,141029664,-262.12855979766755,-168.5879156609552,36961.87456453203,Bull,1,0.0,,0.0,0.0,0.0,0.0
2021-01-15 21:30:00,BTCUSD,30,37468.0,37752.5,37370.0,37680.0,93070943,-273.27380049743806,-189.52509262825177,36969.02009125311,Bull,1,0.0,,0.0,0.0,0.0,0.0
2021-01-15 22:00:00,BTCUSD,30,37680.0,37777.0,37025.5,37212.5,138789066,-316.1850426354649,-214.8570826296944,36971.44277691228,Bull,1,0.0,,0.0,0.0,0.0,0.0
2021-01-15 22:30:00,BTCUSD,30,37212.5,37290.5,36641.0,36911.5,277722754,-370.2131093517528,-245.92828797410607,36970.84633137086,Bull,1,0.0,,0.0,0.0,0.0,0.0
2021-01-15 23:00:00,BTCUSD,30,36911.5,36911.5,36310.0,36700.0,373372429,-425.19563331064273,-281.7817570414134,36968.151342999015,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-15 23:30:00,BTCUSD,30,36700.0,36869.0,35111.0,35489.0,573094696,-560.0315636680607,-337.43171836674287,36953.43341918808,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 00:00:00,BTCUSD,30,35489.0,36071.0,34295.0,35999.0,776269305,-618.6063630800709,-393.66664730940846,36943.93656924591,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 00:30:00,BTCUSD,30,35999.0,36324.0,35820.5,36147.0,269169519,-645.6423869717546,-444.0617952418777,36936.006852138984,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 01:00:00,BTCUSD,30,36147.0,36147.5,35385.0,36006.5,277544435,-670.6746861806678,-489.38437342963573,36926.75802773959,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 01:30:00,BTCUSD,30,36006.5,36070.0,35364.0,35989.5,320913028,-683.9999954049636,-528.3074978247013,36917.43207721482,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 02:00:00,BTCUSD,30,35989.5,36450.0,35810.0,35869.5,260157524,-696.2178303196633,-561.8895643236937,36907.00489236691,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 02:30:00,BTCUSD,30,35869.5,35869.5,34768.0,35375.0,343720494,-737.3033952207043,-596.9723305030958,36891.761062592115,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 03:00:00,BTCUSD,30,35375.0,35927.0,35176.0,35781.5,197466740,-728.663272049489,-623.3105188123744,36880.71368883498,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 03:30:00,BTCUSD,30,35781.5,35880.0,35105.5,35127.5,168396282,-765.761029997404,-651.8006210493803,36863.26877650826,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 04:00:00,BTCUSD,30,35127.5,35288.5,34703.0,35204.5,206435702,-779.9571534039205,-677.4319275202884,36846.763614552954,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 04:30:00,BTCUSD,30,35204.5,35671.5,34877.0,35539.5,195777033,-755.4674249799209,-693.0390270122149,36833.7560163982,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 05:00:00,BTCUSD,30,35539.5,35851.0,35502.0,35851.0,109391645,-702.821997582425,-694.9956211262569,36823.97734956836,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 05:30:00,BTCUSD,30,35851.0,36418.5,35851.0,36234.5,176249881,-622.9736200193511,-680.5912209048757,36818.111903304,Bear,0,-1.0,,0.0,0.0,0.0,0.0
2021-01-16 06:00:00,BTCUSD,30,36234.5,36349.5,35970.0,36283.5,118749034,-549.406103466863,-654.3541974172732,36812.79238187809,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 06:30:00,BTCUSD,30,36283.5,36828.0,36283.5,36575.5,218331394,-462.21325028793945,-615.9260079914064,36810.43126365045,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 07:00:00,BTCUSD,30,36575.5,36800.0,36417.5,36611.0,106157368,-385.8004650305156,-569.9008993992283,36808.44687296736,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 07:30:00,BTCUSD,30,36611.0,36864.5,36528.5,36737.0,62822128,-311.48502968603134,-518.2177254565888,36807.73595880848,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 08:00:00,BTCUSD,30,36737.0,37352.5,36737.0,37203.5,174824070,-212.4973235935031,-457.07364508397166,36811.6739094671,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 08:30:00,BTCUSD,30,37203.5,37419.0,37059.5,37155.0,72308193,-136.39017695584334,-392.936951458346,36815.0900894724,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 09:00:00,BTCUSD,30,37155.0,37627.0,37154.5,37378.5,80306629,-57.378706775845785,-325.82530252184597,36820.69615823387,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 09:30:00,BTCUSD,30,37378.5,37430.5,36859.5,37017.5,123278607,-23.618965674409992,-265.38403515235876,36822.654405415626,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 10:00:00,BTCUSD,30,37017.5,37219.5,36506.5,36721.5,117563208,-20.51239967557194,-216.4097080570014,36821.647893918955,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 10:30:00,BTCUSD,30,36721.5,36838.5,36027.5,36215.5,202839300,-58.20939326992084,-184.7696450995853,36815.6165715914,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 11:00:00,BTCUSD,30,36215.5,36610.0,35984.0,36455.0,131272028,-67.97530684646335,-161.4107774489609,36812.02834699846,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 11:30:00,BTCUSD,30,36455.0,36628.5,36188.0,36522.5,65624508,-69.46740088111983,-143.0221021353927,36809.147467923845,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 12:00:00,BTCUSD,30,36522.5,36671.0,36104.0,36258.5,75341927,-90.90459819167882,-132.5986013466499,36803.668388641025,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 12:30:00,BTCUSD,30,36258.5,36580.5,36186.0,36569.0,35106159,-81.8949425439132,-122.45786958610256,36801.33337979882,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 13:00:00,BTCUSD,30,36569.0,36640.0,35794.0,35852.0,83661535,-131.0994010245122,-124.18617587378449,36791.88727651724,Bear,1,1.0,,0.0,0.0,0.0,0.0
2021-01-16 13:30:00,BTCUSD,30,35852.0,35965.5,35512.0,35860.0,114113577,-167.51771577684121,-132.85248385439584,36782.61476630314,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 14:00:00,BTCUSD,30,35860.0,36247.0,35839.0,36224.0,83436746,-165.10451262522838,-139.30288960856234,36777.05641041952,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 14:30:00,BTCUSD,30,36224.0,36357.5,36088.0,36110.5,93903070,-170.3864245420482,-145.51959659525951,36770.4240083258,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 15:00:00,BTCUSD,30,36110.5,36955.0,36094.0,36703.5,135207364,-125.2781056786771,-141.47129841194302,36769.758097795195,Bear,0,-1.0,,0.0,0.0,0.0,0.0
2021-01-16 15:30:00,BTCUSD,30,36703.5,36804.0,36555.0,36626.5,98484931,-94.65160963838571,-132.10736065723157,36768.33264408579,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 16:00:00,BTCUSD,30,36626.5,36847.0,36417.5,36645.0,77197792,-68.10205736022908,-119.30629999783108,36767.105453597374,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 16:30:00,BTCUSD,30,36645.0,37540.5,36585.5,37500.0,152950502,21.680093938724895,-91.10902121051988,36774.39793664616,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 17:00:00,BTCUSD,30,37500.0,37685.5,37280.0,37350.0,159703411,79.80935670641338,-56.92534562713323,36780.12532036112,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 17:30:00,BTCUSD,30,37350.0,37561.0,37261.0,37505.5,72937296,136.84727646222018,-18.17082120926255,36787.34297886499,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 18:00:00,BTCUSD,30,37505.5,37996.0,37505.5,37713.0,174674243,196.52829876136093,24.769002784862153,36796.553496488224,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 18:30:00,BTCUSD,30,37713.0,37714.0,37341.0,37475.0,134805918,222.06154074773076,64.22751037743588,36803.30420796596,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 19:00:00,BTCUSD,30,37475.0,37600.0,37234.0,37594.0,70309999,249.02847916158498,101.1877041342657,36811.17182778719,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 19:30:00,BTCUSD,30,37594.0,37888.0,37544.0,37740.5,100297267,279.0051006634749,136.75118344010752,36820.418874276875,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 20:00:00,BTCUSD,30,37740.5,37955.0,36890.5,36985.5,222463602,239.08359214599477,157.21766518128499,36822.06147254277,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 20:30:00,BTCUSD,30,36985.5,37515.5,36830.0,37442.0,132142565,241.49741205798637,174.07361455662527,36828.230015104535,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 21:00:00,BTCUSD,30,37442.0,37738.0,37364.0,37711.0,103994439,262.0951637034741,191.67792438599503,36837.01379604877,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 21:30:00,BTCUSD,30,37711.0,37711.0,37088.0,37195.0,145849051,234.0837706769671,200.15909364418945,36840.57584782938,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-16 22:00:00,BTCUSD,30,37195.0,37386.5,36724.0,36765.0,116361108,175.16790695902455,195.16085630715648,36839.82384934351,Bull,1,1.0,,0.0,0.0,0.0,0.0
2021-01-16 22:30:00,BTCUSD,30,36765.0,37367.0,36759.0,37280.0,80137202,168.09516009216168,189.7477170641575,36844.2037115391,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 23:00:00,BTCUSD,30,37280.0,37396.5,37050.0,37230.5,73140934,156.68950189057068,183.13607402944015,36848.04745570289,Bull,1,0.0,,0.0,0.0,0.0,0.0
2021-01-16 23:30:00,BTCUSD,30,37230.5,37800.0,37230.0,37548.5,183089558,171.33533091336722,180.77592540622555,36855.01713276057,Bull,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 00:00:00,BTCUSD,30,37548.5,37796.5,37050.0,37289.0,159263798,160.1565891971768,176.6520581644158,36859.33537024554,Bull,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 00:30:00,BTCUSD,30,37289.0,37361.5,36948.0,37248.0,83814491,146.3025141865146,170.58214936883556,36863.20267999434,Bull,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 01:00:00,BTCUSD,30,37248.0,37340.5,36851.0,36972.0,95700615,111.76382277717494,158.81848405050343,36864.285240392404,Bull,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 01:30:00,BTCUSD,30,36972.0,37139.5,36888.5,36888.5,69910530,76.76896400601254,142.40858004160526,36864.52618327407,Bull,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 02:00:00,BTCUSD,30,36888.5,37176.5,36790.0,37120.5,72197838,66.98360213110573,127.32358445950535,36867.07318642557,Bull,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 02:30:00,BTCUSD,30,37120.5,37175.0,36424.5,36516.0,137352879,10.331439954112284,103.92515555842674,36863.579920889,Bull,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 03:00:00,BTCUSD,30,36516.0,36632.0,36222.0,36309.0,176064816,-50.6847149133755,73.00318146406629,36858.061712720955,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 03:30:00,BTCUSD,30,36309.0,36547.5,36240.0,36392.0,109558427,-91.29070844302623,40.14440348264778,36853.42428274363,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 04:00:00,BTCUSD,30,36392.0,36720.0,36265.5,36718.5,102541605,-96.01858703812468,12.911805378493288,36852.08175256708,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 04:30:00,BTCUSD,30,36718.5,36820.0,36587.0,36744.0,88502866,-96.59434847829834,-8.98942539286504,36851.00631224303,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 05:00:00,BTCUSD,30,36744.0,36747.0,36363.0,36452.5,62399258,-119.19821458124352,-31.031183230540737,36847.041075305286,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 05:30:00,BTCUSD,30,36452.5,36461.0,35695.5,35902.5,206594864,-179.42405594872253,-60.70975777417709,36837.642656645534,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 06:00:00,BTCUSD,30,35902.5,35902.5,35323.5,35783.5,205505475,-234.05770310616208,-95.3793468405741,36827.15367498737,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 06:30:00,BTCUSD,30,35783.5,36100.0,35776.5,36073.5,85994637,-251.06061523115932,-126.51560051869114,36819.65463344521,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 07:00:00,BTCUSD,30,36073.5,36164.0,35847.0,36068.0,86513626,-261.95964193614054,-153.604408802181,36812.17548286366,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 07:30:00,BTCUSD,30,36068.0,36393.0,35933.5,35933.5,88563243,-278.2428150874912,-178.53209005924305,36803.43244323318,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 08:00:00,BTCUSD,30,35933.5,35955.5,35549.5,35930.0,161826983,-288.1086309173261,-200.44739823085965,36794.74157315126,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 08:30:00,BTCUSD,30,35930.0,36468.0,35905.5,36401.0,118621446,-254.9823198903614,-211.35438256276,36790.82374655274,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 09:00:00,BTCUSD,30,36401.0,36465.5,36186.5,36460.5,64580029,-221.37643723515794,-213.3587934972396,36787.53694310445,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 09:30:00,BTCUSD,30,36460.5,36731.5,36165.5,36731.5,91121987,-170.905999972696,-204.86823479233087,36786.97936158103,Bear,0,-1.0,,0.0,0.0,0.0,0.0
2021-01-17 10:00:00,BTCUSD,30,36731.5,36732.0,36431.5,36466.0,46872721,-150.59547505227965,-194.0136828443206,36783.785537087686,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-17 10:30:00,BTCUSD,30,36466.0,36519.0,36252.5,36448.0,50159713,-134.40238031346234,-182.09142233814896,36780.44438746492,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-17 11:00:00,BTCUSD,30,36448.0,36583.0,36310.0,36310.0,61965303,-131.19237867691118,-171.9116136059014,36775.76334878368,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-17 11:30:00,BTCUSD,30,36310.0,36320.5,36013.0,36240.5,73368394,-132.72650983144558,-164.07459285101024,36770.43734531319,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-17 12:00:00,BTCUSD,30,36240.5,36423.0,36166.0,36263.0,46567444,-130.62103982623375,-157.38388224605495,36765.38821749913,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-17 12:30:00,BTCUSD,30,36263.0,36334.0,35865.0,35874.5,52919135,-158.4743491973568,-157.60197563631533,36756.52365812103,Bear,1,1.0,,0.0,0.0,0.0,0.0
2021-01-17 13:00:00,BTCUSD,30,35874.5,36005.0,35571.0,35743.0,97475890,-188.98079557988967,-163.8777396250302,36746.43884560241,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 13:30:00,BTCUSD,30,35743.0,35879.5,35500.0,35567.0,81587206,-224.76811630033626,-176.0558149600914,36734.70313569592,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 14:00:00,BTCUSD,30,35567.0,35704.0,35025.0,35158.0,229918022,-282.87193605225184,-197.4190391785235,36719.01454728103,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 14:30:00,BTCUSD,30,35158.0,35480.0,35118.5,35372.0,89591669,-308.1000348772286,-219.55523831826451,36705.61141745734,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 15:00:00,BTCUSD,30,35372.0,35509.5,35112.5,35235.5,86377888,-335.2434167500469,-242.692874004621,36690.98344315428,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 15:30:00,BTCUSD,30,35235.5,35238.0,34504.5,34764.5,199635401,-390.2618109039613,-272.20666138448905,36671.81445367015,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 16:00:00,BTCUSD,30,34764.5,34787.5,34306.0,34727.5,174743022,-431.87152927635907,-304.13963496286306,36652.46804119582,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 16:30:00,BTCUSD,30,34727.5,34811.0,34277.0,34709.5,128944255,-460.98602054503135,-335.5089120792967,36633.13502586054,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 17:00:00,BTCUSD,30,34709.5,35179.5,34631.5,34859.0,138095643,-466.6171915327941,-361.7305679699962,36615.481941026104,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 17:30:00,BTCUSD,30,34859.0,34859.0,33992.5,34157.0,196926176,-521.7115028020344,-393.72675493640384,36591.01943415022,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 18:00:00,BTCUSD,30,34157.0,34756.0,33834.5,34677.5,202684314,-517.4097637360319,-418.46335669632947,36571.97943978057,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 18:30:00,BTCUSD,30,34677.5,35086.0,34605.5,34841.5,150851582,-495.0604267044182,-433.7827706979472,36554.76073888723,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 19:00:00,BTCUSD,30,34841.5,35094.0,34744.0,34911.5,80778305,-466.3245025149372,-440.29111706134523,36538.40988576397,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-17 19:30:00,BTCUSD,30,34911.5,35373.0,34800.0,35273.0,110280650,-409.6587556141749,-434.1646447719112,36525.81874262204,Bear,0,-1.0,,0.0,0.0,0.0,0.0
2021-01-17 20:00:00,BTCUSD,30,35273.0,35534.0,35112.5,35370.5,109372745,-352.8162615396286,-417.8949681254547,36514.32303374023,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-17 20:30:00,BTCUSD,30,35370.5,35468.0,34997.5,35126.5,79092453,-323.7252332870412,-399.06102115777196,36500.5138493249,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-17 21:00:00,BTCUSD,30,35126.5,35444.5,35070.5,35359.5,59046075,-278.65704610011744,-374.9802261462411,36489.16047768983,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-17 21:30:00,BTCUSD,30,35359.5,35508.0,34798.5,34849.0,89844955,-280.8952806847228,-356.16323705393745,36472.840472936696,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-17 22:00:00,BTCUSD,30,34849.0,35079.0,34710.5,34982.0,112816902,-268.8381108500398,-338.6982118131579,36458.006239375136,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-17 22:30:00,BTCUSD,30,34982.0,35239.0,34752.0,34752.0,91548000,-274.6755064399622,-325.8936707385188,36441.03105291369,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-17 23:00:00,BTCUSD,30,34752.0,35844.0,34752.0,35823.0,214566596,-190.68286188573984,-298.851508967963,36434.88149019813,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-17 23:30:00,BTCUSD,30,35823.0,35995.0,35622.0,35751.0,145904427,-128.44722456393356,-264.77065208715715,36428.07669925089,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 00:00:00,BTCUSD,30,35751.0,35952.5,35628.5,35843.0,69146565,-70.88429247916793,-225.9933801655593,36422.25504055187,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 00:30:00,BTCUSD,30,35843.0,36200.0,35819.5,35914.5,85085701,-19.273627256297914,-184.64942958370702,36417.202751591154,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 01:00:00,BTCUSD,30,35914.5,36127.5,35877.0,35887.5,50112875,19.22787543690356,-143.8739685795849,36411.93207744597,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 01:30:00,BTCUSD,30,35887.5,35889.5,35604.0,35857.0,78677354,46.74070090380701,-105.75103468290652,36406.41036523258,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 02:00:00,BTCUSD,30,35857.0,35925.5,35663.0,35876.5,49543987,69.31923138751881,-70.73698146882145,36401.13762528002,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 02:30:00,BTCUSD,30,35876.5,35924.5,35665.5,35672.5,47515624,69.94549622361956,-42.60048593033325,36393.88749965534,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 03:00:00,BTCUSD,30,35672.5,36029.0,35672.5,35988.5,66553950,94.84703709265887,-15.110981325734823,36389.85379319111,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 03:30:00,BTCUSD,30,35988.5,36024.0,35539.5,35650.5,63542053,86.31295045623847,5.173805030659839,36382.49703903001,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 04:00:00,BTCUSD,30,35650.5,35770.0,35590.0,35648.0,40806799,78.44364667605987,19.827773359739847,36375.188610780955,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 04:30:00,BTCUSD,30,35648.0,36123.0,35648.0,36082.0,107862402,106.00537566109415,37.063293820010706,36372.27131117119,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 05:00:00,BTCUSD,30,36082.0,36767.5,36082.0,36749.5,175688110,179.63914765038498,65.57846458608557,36376.02483046302,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 05:30:00,BTCUSD,30,36749.5,36907.5,36585.0,36614.5,68313928,224.51302430695068,97.3653765302586,36378.397717722095,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 06:00:00,BTCUSD,30,36614.5,36748.0,36466.5,36535.0,40554092,250.77018665260402,128.0463385547277,36379.95594938655,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 06:30:00,BTCUSD,30,36535.0,36735.0,36071.0,36227.5,87617699,243.9543430584381,151.22793945546977,36378.43897476579,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 07:00:00,BTCUSD,30,36227.5,36444.0,36100.0,36417.0,55117163,250.95099730165384,171.1725510247066,36378.822666559165,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 07:30:00,BTCUSD,30,36417.0,36442.0,35684.0,35879.5,94004643,210.69537316398055,179.07711545256137,36373.85428181728,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 08:00:00,BTCUSD,30,35879.5,36008.5,35603.0,35880.0,103227141,176.79486566963897,178.62066549597688,36368.94030886387,Bear,1,1.0,Enter Short,35161.91,36238.295,0.0,0.0
2021-01-18 08:30:00,BTCUSD,30,35880.0,36034.5,35825.0,35990.0,41445804,156.99481147128245,174.295494691038,36365.16975852692,Bear,1,0.0,Short,35161.91,36238.295,0.0,0.0
2021-01-18 09:00:00,BTCUSD,30,35990.0,36128.0,35625.5,35773.5,48837475,122.42217856406205,163.9208314656428,36359.282497248045,Bear,1,0.0,Short,35161.91,36238.295,0.0,0.0
2021-01-18 09:30:00,BTCUSD,30,35773.5,36194.5,35773.5,36150.5,41230880,124.01430744228855,155.93952666097195,36357.20505946448,Bear,1,0.0,Short,35161.91,36238.295,0.0,0.0
2021-01-18 10:00:00,BTCUSD,30,36150.5,36222.5,35930.0,36117.0,39768245,121.17606872930628,148.9868350746388,36354.814959370306,Bear,1,0.0,Short,35161.91,36238.295,0.0,0.0
2021-01-18 10:30:00,BTCUSD,30,36117.0,36117.0,35723.0,35798.0,35397804,92.12416012250469,137.61430008421198,36349.274512013384,Bear,1,0.0,Short,35161.91,36238.295,0.0,0.0
2021-01-18 11:00:00,BTCUSD,30,35798.0,35861.5,35130.0,35155.5,155838340,17.0592840331592,113.50329687400142,36337.39615866002,Bear,1,0.0,Exit Short,35161.91,36238.295,200.0,0.0
2021-01-18 11:30:00,BTCUSD,30,35155.5,35214.5,34852.0,35096.0,138536707,-46.69307511414081,81.46402247637297,36325.04395807634,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-18 12:00:00,BTCUSD,30,35096.0,35291.0,34998.0,35232.0,58641107,-85.2603869803861,48.11914058502116,36314.167898792,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-18 12:30:00,BTCUSD,30,35232.0,35232.0,34906.5,35135.0,60469128,-122.24320525757503,14.046671416501916,36302.43488487368,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-18 13:00:00,BTCUSD,30,35135.0,35247.5,34813.5,34844.5,49193528,-172.9990519960338,-23.36247326600523,36287.92807009882,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-18 13:30:00,BTCUSD,30,34844.5,35471.0,34768.0,35346.0,76008966,-170.78783161167667,-52.847544935139524,36278.55565149087,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-18 14:00:00,BTCUSD,30,35346.0,35436.5,35162.5,35250.5,50142243,-174.72732753149467,-77.22350145441055,36268.32624202329,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-18 14:30:00,BTCUSD,30,35250.5,35360.5,35058.5,35174.5,41653707,-181.88531063070695,-98.15586328966984,36257.44239881908,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-18 15:00:00,BTCUSD,30,35174.5,36118.0,35151.5,36039.5,121585169,-116.41780097190349,-101.80825082611656,36255.273817736306,Bear,1,0.0,,0.0,0.0,0.0,0.0
2021-01-18 15:30:00,BTCUSD,30,36039.5,36273.0,36001.0,36113.5,99090640,-57.89576006005518,-93.02575267290429,36253.86313298271,Bear,0,-1.0,,0.0,0.0,0.0,0.0
2021-01-18 16:00:00,BTCUSD,30,36113.5,36468.0,36111.0,36277.0,91554028,1.6573575781221734,-74.089130622699,36254.093350564974,Bear,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 16:30:00,BTCUSD,30,36277.0,36358.5,36159.5,36275.5,38084897,48.17723769260192,-49.635856959638815,36254.30635205189,Bull,0,0.0,,0.0,0.0,0.0,0.0
2021-01-18 17:00:00,BTCUSD,30,36275.5,36697.5,36254.5,36435.5,106867088,96.83894162625802,-20.340897242459445,36256.109273922026,Bull,0,0.0,,0.0,0.0,0.0,0.0
