,symbol,interval,open_time,open,high,low,close,volume,turnover
2020-12-31 15:30:00,BTCUSD,30,1609399800,29236.5,29302,29150,29204.5,45035918,1542.1262975300074
2020-12-31 16:00:00,BTCUSD,30,1609401600,29204.5,29250,28814.5,28896.5,117126059,4036.5510766200105
2020-12-31 16:30:00,BTCUSD,30,1609403400,28896.5,29052.5,28851.5,28956,68530642,2367.6195619700165
2020-12-31 17:00:00,BTCUSD,30,1609405200,28956,28969,28614.5,28893.5,108629416,3774.012653609983
2020-12-31 17:30:00,BTCUSD,30,1609407000,28893.5,29094.5,28887,29007.5,57217662,1972.6148669
2020-12-31 18:00:00,BTCUSD,30,1609408800,29007.5,29190,28992.5,29130,55178165,1895.0370578000066
2020-12-31 18:30:00,BTCUSD,30,1609410600,29130,29200,29089.5,29164.5,32204420,1104.7447763600103
2020-12-31 19:00:00,BTCUSD,30,1609412400,29164.5,29164.5,28919,29038.5,52049251,1793.525497319988
2020-12-31 19:30:00,BTCUSD,30,1609414200,29038.5,29127,28910,28922.5,45062279,1551.4029495800173
2020-12-31 20:00:00,BTCUSD,30,1609416000,28922.5,28993,28827,28862.5,55293092,1912.0269007200031
2020-12-31 20:30:00,BTCUSD,30,1609417800,28862.5,28958.5,28365,28617,191419754,6686.666397929999
2020-12-31 21:00:00,BTCUSD,30,1609419600,28617,28629,27865.5,28363,347482081,12306.794530389998
2020-12-31 21:30:00,BTCUSD,30,1609421400,28363,28566,28350,28521.5,107353652,3771.8190289400086
2020-12-31 22:00:00,BTCUSD,30,1609423200,28521.5,28528.5,28094,28202,155106336,5482.17275968003
2020-12-31 22:30:00,BTCUSD,30,1609425000,28202,28421.5,28103.5,28339.5,74970088,2650.8788507700147
2020-12-31 23:00:00,BTCUSD,30,1609426800,28339.5,28626.5,28339.5,28568.5,141841405,4968.693571359984
2020-12-31 23:30:00,BTCUSD,30,1609428600,28568.5,28830,28568,28798.5,83167435,2893.439602020001
2021-01-01 08:00:00,BTCUSD,30,1609459200,28955,29035,28740,28860.5,65874178,2282.31368824
2021-01-01 08:30:00,BTCUSD,30,1609461000,28860.5,29064.5,28860.5,29044.5,34208634,1180.3788271799901
2021-01-01 09:00:00,BTCUSD,30,1609462800,29044.5,29466.5,29006.5,29434,191987454,6547.303326910021
2021-01-01 09:30:00,BTCUSD,30,1609464600,29434,29541,29371,29455.5,123297257,4187.881781030006
2021-01-01 10:00:00,BTCUSD,30,1609466400,29455.5,29500,29256.5,29368,78557089,2672.83217417001
2021-01-01 10:30:00,BTCUSD,30,1609468200,29368,29407.5,29172,29276,77919096,2660.1767216600088
2021-01-01 11:00:00,BTCUSD,30,1609470000,29276,29365,29229.5,29277,38561268,1315.7574567599975
2021-01-01 11:30:00,BTCUSD,30,1609471800,29277,29400,29267.5,29345.5,34049549,1160.5378703299875
2021-01-01 12:00:00,BTCUSD,30,1609473600,29345.5,29443,29345.5,29400.5,26427962,899.1137541700145
2021-01-01 12:30:00,BTCUSD,30,1609475400,29400.5,29419,29122,29282,74357241,2542.4457734599932
2021-01-01 13:00:00,BTCUSD,30,1609477200,29282,29283,29157.5,29243.5,43735053,1496.5353505500077
2021-01-01 13:30:00,BTCUSD,30,1609479000,29243.5,29279,29199.5,29252.5,26672440,911.8282029699956
2021-01-01 14:00:00,BTCUSD,30,1609480800,29252.5,29326,29195.5,29196,44385159,1516.6718372500109
2021-01-01 14:30:00,BTCUSD,30,1609482600,29196,29278.5,29176,29243,21992955,752.3912175799859
2021-01-01 15:00:00,BTCUSD,30,1609484400,29243,29261,28903,29102,79433478,2733.3054256299774
2021-01-01 15:30:00,BTCUSD,30,1609486200,29102,29173.5,29090,29158,17470828,599.5241607000058
2021-01-01 16:00:00,BTCUSD,30,1609488000,29158,29233.5,28955,29088.5,78391434,2696.8755871599737
2021-01-01 16:30:00,BTCUSD,30,1609489800,29088.5,29192,29009.5,29088.5,47383992,1627.3686197000245
2021-01-01 17:00:00,BTCUSD,30,1609491600,29088.5,29315,29061.5,29284.5,40879003,1399.4996119899822
2021-01-01 17:30:00,BTCUSD,30,1609493400,29284.5,29405.5,29269,29289,92768789,3161.989586609994
2021-01-01 18:00:00,BTCUSD,30,1609495200,29289,29446.5,29264,29333,60958571,2076.379206569987
2021-01-01 18:30:00,BTCUSD,30,1609497000,29333,29408,29321.5,29323,30275122,1031.4605311099865
2021-01-01 19:00:00,BTCUSD,30,1609498800,29323,29470,29323,29467.5,59587128,2025.3879507700246
2021-01-01 19:30:00,BTCUSD,30,1609500600,29467.5,29511,29349.5,29412,48439961,1646.1062263900017
2021-01-01 20:00:00,BTCUSD,30,1609502400,29412,29550,29297.5,29550,54972127,1866.8480994899867
2021-01-01 20:30:00,BTCUSD,30,1609504200,29550,29724,29230,29321.5,200662013,6799.616491010036
2021-01-01 21:00:00,BTCUSD,30,1609506000,29321.5,29495,29307.5,29457,60276011,2048.9135296100126
2021-01-01 21:30:00,BTCUSD,30,1609507800,29457,29544.5,29450,29541,28751528,974.5186918400113
2021-01-01 22:00:00,BTCUSD,30,1609509600,29541,29616.5,29431,29529.5,57587708,1949.1254667399887
2021-01-01 22:30:00,BTCUSD,30,1609511400,29529.5,29530,29365,29407.5,42203779,1433.657617030005
2021-01-01 23:00:00,BTCUSD,30,1609513200,29407.5,29463.5,29315,29380,36236939,1232.9528223800187
2021-01-01 23:30:00,BTCUSD,30,1609515000,29380,29380.5,29118.5,29279,111443422,3810.626050600012
2021-01-02 00:00:00,BTCUSD,30,1609516800,29279,29390,29220,29360.5,37815590,1290.1671483199996
2021-01-02 00:30:00,BTCUSD,30,1609518600,29360.5,29429,29330,29366.5,29053477,988.9585666400067
2021-01-02 01:00:00,BTCUSD,30,1609520400,29366.5,29409,29330,29360,22401674,762.919890809994
2021-01-02 01:30:00,BTCUSD,30,1609522200,29360,29360,29020,29147.5,121324476,4160.765234860018
2021-01-02 02:00:00,BTCUSD,30,1609524000,29147.5,29320.5,29063,29089.5,100991074,3460.4395757299926
2021-01-02 02:30:00,BTCUSD,30,1609525800,29089.5,29148,28715.5,29120,173787808,5999.555260989956
2021-01-02 03:00:00,BTCUSD,30,1609527600,29120,29162,29029.5,29110.5,56887097,1955.1058378300083
2021-01-02 03:30:00,BTCUSD,30,1609529400,29110.5,29163.5,29074,29081,29498869,1012.9880687099925
2021-01-02 04:00:00,BTCUSD,30,1609531200,29081,29285.5,28944,29265,84946312,2913.0105939800105
2021-01-02 04:30:00,BTCUSD,30,1609533000,29265,29338,29212.5,29296,76837667,2624.776202479957
2021-01-02 05:00:00,BTCUSD,30,1609534800,29296,29317,29252.5,29303.5,34114209,1165.0225190099943
2021-01-02 05:30:00,BTCUSD,30,1609536600,29303.5,29365.5,29240,29244.5,30894544,1054.108628670007
2021-01-02 06:00:00,BTCUSD,30,1609538400,29244.5,29365,29190.5,29340,27896748,952.391452179987
2021-01-02 06:30:00,BTCUSD,30,1609540200,29340,29388.5,29314.5,29326.5,23069349,785.994868729991
2021-01-02 07:00:00,BTCUSD,30,1609542000,29326.5,29371,29307,29340,14650653,499.3241307299987
2021-01-02 07:30:00,BTCUSD,30,1609543800,29340,29399,29334.5,29394.5,19099533,650.3003369899942
2021-01-02 08:00:00,BTCUSD,30,1609545600,29394.5,29407,29051,29120,99719390,3412.007497410001
2021-01-02 08:30:00,BTCUSD,30,1609547400,29120,29253,29081.5,29248.5,39893285,1366.2496805100013
2021-01-02 09:00:00,BTCUSD,30,1609549200,29248.5,29295.5,29177,29276,27630093,945.1031666700027
2021-01-02 09:30:00,BTCUSD,30,1609551000,29276,29481.5,29275.5,29455,52070990,1770.3572503800112
2021-01-02 10:00:00,BTCUSD,30,1609552800,29455,29549,29416,29491,44998244,1525.9558650199874
2021-01-02 10:30:00,BTCUSD,30,1609554600,29491,29501.5,29401.5,29402,34777054,1181.1432691199923
2021-01-02 11:00:00,BTCUSD,30,1609556400,29402,29461,29358,29394.5,33758437,1148.0589055899968
2021-01-02 11:30:00,BTCUSD,30,1609558200,29394.5,29423.5,29346.5,29423.5,25818730,878.8973648900039
2021-01-02 12:00:00,BTCUSD,30,1609560000,29423.5,29429,29306,29383,27610422,940.1889939999882
2021-01-02 12:30:00,BTCUSD,30,1609561800,29383,29460,29323.5,29430,27634549,939.5459719500008
2021-01-02 13:00:00,BTCUSD,30,1609563600,29430,29594,29429.5,29581,65197495,2208.7177581700016
2021-01-02 13:30:00,BTCUSD,30,1609565400,29581,29692.5,29553.5,29692.5,76310686,2575.398390349973
2021-01-02 14:00:00,BTCUSD,30,1609567200,29692.5,29777,29570,29755.5,104281884,3512.263691459971
2021-01-02 14:30:00,BTCUSD,30,1609569000,29755.5,29839,29651,29814,61582144,2068.9900735199885
2021-01-02 15:00:00,BTCUSD,30,1609570800,29814,29880.5,29782.5,29813.5,59862556,2006.9256068199734
2021-01-02 15:30:00,BTCUSD,30,1609572600,29813.5,29913.5,29727,29850,67792324,2271.583441869999
2021-01-02 16:00:00,BTCUSD,30,1609574400,29850,29940,29797,29827.5,71410787,2389.8956990900015
2021-01-02 16:30:00,BTCUSD,30,1609576200,29827.5,29927,29753,29927,47891424,1604.0949276499932
2021-01-02 17:00:00,BTCUSD,30,1609578000,29927,29950,29765.5,29765.5,78884951,2640.545484289986
2021-01-02 17:30:00,BTCUSD,30,1609579800,29765.5,29965,29626.5,29686.5,155667388,5226.426918959941
2021-01-02 18:00:00,BTCUSD,30,1609581600,29686.5,29884,29556,29850,95765991,3222.5341845600014
2021-01-02 18:30:00,BTCUSD,30,1609583400,29850,29860,29743,29743,35185537,1180.6773333400038
2021-01-02 19:00:00,BTCUSD,30,1609585200,29743,29850,29713,29758,35438243,1189.5762690499935
2021-01-02 19:30:00,BTCUSD,30,1609587000,29758,29846,29732.5,29840,23759219,797.1661352399868
2021-01-02 20:00:00,BTCUSD,30,1609588800,29840,30546,29833.5,30399,429120726,14197.668496870047
2021-01-02 20:30:00,BTCUSD,30,1609590600,30399,30998.5,30288.5,30719.5,359848064,11726.542954970007
2021-01-02 21:00:00,BTCUSD,30,1609592400,30719.5,31022,30637.5,30964,200331753,6493.80140563998
2021-01-02 21:30:00,BTCUSD,30,1609594200,30964,31692,30875,31692,303573753,9694.9149630798
2021-01-02 22:00:00,BTCUSD,30,1609596000,31692,31708.5,31230,31235.5,230531838,7329.89145919999
2021-01-02 22:30:00,BTCUSD,30,1609597800,31235.5,31469,31235,31433,80808470,2576.2931381800217
2021-01-02 23:00:00,BTCUSD,30,1609599600,31433,31538,31384,31491,76956278,2444.549236889991
2021-01-02 23:30:00,BTCUSD,30,1609601400,31491,31950.5,31442,31817,186768673,5884.73135554995
2021-01-03 00:00:00,BTCUSD,30,1609603200,31817,32520,31816.5,32409,366538875,11373.916163959955
2021-01-03 00:30:00,BTCUSD,30,1609605000,32409,33161.5,32266.5,32612,558362119,17069.00433911998
2021-01-03 01:00:00,BTCUSD,30,1609606800,32612,32857,32533.5,32699.5,128906190,3939.4058888099717
2021-01-03 01:30:00,BTCUSD,30,1609608600,32699.5,33038,32594,32961,151073317,4602.695428370014
2021-01-03 02:00:00,BTCUSD,30,1609610400,32961,33008,32552.5,32838.5,141338695,4315.833813479976
2021-01-03 02:30:00,BTCUSD,30,1609612200,32838.5,33433,32720,33100,236529340,7143.437478329988
2021-01-03 03:00:00,BTCUSD,30,1609614000,33100,33197,32802.5,33157.5,135741779,4107.602943480034
2021-01-03 03:30:00,BTCUSD,30,1609615800,33157.5,33333,33095.5,33134,118315244,3562.0665996700272
2021-01-03 04:00:00,BTCUSD,30,1609617600,33134,33156,32217.5,32353.5,365880413,11211.371382309973
2021-01-03 04:30:00,BTCUSD,30,1609619400,32353.5,32524.5,30772,30834,740770779,23384.772726210052
2021-01-03 05:00:00,BTCUSD,30,1609621200,30834,31972,30520,31670.5,659229099,20999.06937256021
2021-01-03 05:30:00,BTCUSD,30,1609623000,31670.5,31850,31404.5,31703.5,157414437,4974.566751049995
2021-01-03 06:00:00,BTCUSD,30,1609624800,31703.5,32246.5,31449,32232,157921291,4956.684014740096
2021-01-03 06:30:00,BTCUSD,30,1609626600,32232,32320,32066,32190.5,130004930,4032.3974485599824
2021-01-03 07:00:00,BTCUSD,30,1609628400,32190.5,32228,31687,32033,216917587,6793.602835999975
2021-01-03 07:30:00,BTCUSD,30,1609630200,32033,32275,31845,32214.5,85980274,2682.371557979967
2021-01-03 08:00:00,BTCUSD,30,1609632000,32214.5,32291.5,32013,32250,101609261,3157.8518272499873
2021-01-03 08:30:00,BTCUSD,30,1609633800,32250,32535.5,32249.5,32502,95079491,2932.0320897900187
2021-01-03 09:00:00,BTCUSD,30,1609635600,32502,32699,32282,32690.5,99246255,3051.4805825999547
2021-01-03 09:30:00,BTCUSD,30,1609637400,32690.5,32843,32605,32646,98797166,3017.4771639900086
2021-01-03 10:00:00,BTCUSD,30,1609639200,32646,32861,32622.5,32844,51081570,1560.1477724200192
2021-01-03 10:30:00,BTCUSD,30,1609641000,32844,32963.5,32802.5,32841,101472125,3085.1486346900065
2021-01-03 11:00:00,BTCUSD,30,1609642800,32841,32842.5,32672.5,32736,75219290,2296.697396790007
2021-01-03 11:30:00,BTCUSD,30,1609644600,32736,32823,32544,32675.5,76235232,2332.703043500004
2021-01-03 12:00:00,BTCUSD,30,1609646400,32675.5,32789,32538.5,32646.5,32591847,998.248056200003
2021-01-03 12:30:00,BTCUSD,30,1609648200,32646.5,33332,32646,33286.5,129626111,3927.3329688099934
2021-01-03 13:00:00,BTCUSD,30,1609650000,33286.5,34153,33190,34031,452785605,13397.890403689924
2021-01-03 13:30:00,BTCUSD,30,1609651800,34031,34250,33690,33790.5,232937024,6853.3938660299755
2021-01-03 14:00:00,BTCUSD,30,1609653600,33790.5,34162.5,33709.5,33931.5,124827830,3675.313809810021
2021-01-03 14:30:00,BTCUSD,30,1609655400,33931.5,34148,33921,34050.5,79136793,2325.0193891099925
2021-01-03 15:00:00,BTCUSD,30,1609657200,34050.5,34639,33808,34575,176788574,5156.046077880008
2021-01-03 15:30:00,BTCUSD,30,1609659000,34575,34861,34114,34525,296260804,8578.990429140042
