,symbol,interval,open_time,open,high,low,close,volume,turnover
2021-09-30 19:00:00,BTCUSD,720,1633046400,43800,47850,43282,47501.5,2544759055,56038.470908816904
2021-10-01 07:00:00,BTCUSD,720,1633089600,47501.5,48440,46769,48131.5,1777416154,37283.37573221928
2021-10-01 19:00:00,BTCUSD,720,1633132800,48131.5,48208,47436.5,47688.5,696158518,14582.901350360873
2021-10-02 07:00:00,BTCUSD,720,1633176000,47688.5,48350,47575.5,47670.5,928669140,19364.346971807754
2021-10-02 19:00:00,BTCUSD,720,1633219200,47670.5,48100,47156.5,48019.5,683328951,14311.926657560249
2021-10-03 07:00:00,BTCUSD,720,1633262400,48019.5,49300,47652.5,48208,1408578828,29122.955390569452
2021-10-03 19:00:00,BTCUSD,720,1633305600,48208,48269,47260.5,47630,1065583106,22338.184676971283
2021-10-04 07:00:00,BTCUSD,720,1633348800,47630,49516,46939,49234,2494655096,51455.83099346239
2021-10-04 19:00:00,BTCUSD,720,1633392000,49234,50360,49079,49894.5,1599500186,32192.063634597762
2021-10-05 07:00:00,BTCUSD,720,1633435200,49894.5,51901,49608.5,51477.5,1995012137,39336.08008273107
2021-10-05 19:00:00,BTCUSD,720,1633478400,51477.5,51848.5,50405,51341.5,1627602187,31816.69838338233
2021-10-06 07:00:00,BTCUSD,720,1633521600,51341.5,55821,51309.5,55326,3836130140,70767.15890162853
2021-10-06 19:00:00,BTCUSD,720,1633564800,55326,55339,53900,54367.5,1646235063,30134.994675212783
2021-10-07 07:00:00,BTCUSD,720,1633608000,54367.5,54767.5,53384.5,53800.5,1790998996,33112.22123121613
2021-10-07 19:00:00,BTCUSD,720,1633651200,53800.5,56238.5,53640,55329.5,1744653714,31759.621498314522
2021-10-08 07:00:00,BTCUSD,720,1633694400,55329.5,55356.5,53800,53953,1797489132,33005.21680695591
2021-10-08 19:00:00,BTCUSD,720,1633737600,53953,55444,53684.5,54891.5,1346621878,24623.242239156796
2021-10-09 07:00:00,BTCUSD,720,1633780800,54891.5,55595,54326,54965.5,880589271,16021.241344799142
2021-10-09 19:00:00,BTCUSD,720,1633824000,54965.5,56200,54136.5,55200,1700848498,30777.288419310535
2021-10-10 07:00:00,BTCUSD,720,1633867200,55200,56691.5,54370.5,54725.5,1933628449,34932.61379711687
2021-10-10 19:00:00,BTCUSD,720,1633910400,54725.5,57122,54500,56459.5,1843210459,32766.44066025792
2021-10-11 07:00:00,BTCUSD,720,1633953600,56459.5,57875,56212.5,57519.5,1806807461,31548.88843584791
2021-10-11 19:00:00,BTCUSD,720,1633996800,57519.5,57700,56503,57275,1601799549,28047.769213646632
2021-10-12 07:00:00,BTCUSD,720,1634040000,57275,57499,53800,56005.5,3201321085,57179.399243579355
2021-10-12 19:00:00,BTCUSD,720,1634083200,56005.5,56597,54237.5,55197.5,2115063183,38302.505655487446
2021-10-13 07:00:00,BTCUSD,720,1634126400,55197.5,57800,54521,57408.5,2380306689,42181.49113519949
2021-10-13 19:00:00,BTCUSD,720,1634169600,57408.5,58590,57180,57666.5,1804792665,31204.069020340947
2021-10-14 07:00:00,BTCUSD,720,1634212800,57666.5,58139,56824,57364,1794152768,31209.99691489062
2021-10-14 19:00:00,BTCUSD,720,1634256000,57364,60082.5,56907.5,59541.5,2442113333,41378.48627925728
2021-10-15 07:00:00,BTCUSD,720,1634299200,59541.5,63100,59246,61695.5,3659464134,59857.85569279124
2021-10-15 19:00:00,BTCUSD,720,1634342400,61695.5,62370,61131.5,61700.5,1167189806,18909.1480069508
2021-10-16 07:00:00,BTCUSD,720,1634385600,61700.5,61700.5,60201,60918.5,1599502338,26286.306325380592
2021-10-16 19:00:00,BTCUSD,720,1634428800,60918.5,61529.5,60337,61030.5,1060254530,17385.194273979872
2021-10-17 07:00:00,BTCUSD,720,1634472000,61030.5,61761.5,58978.5,61574.5,2461339233,40674.47197945035
2021-10-17 19:00:00,BTCUSD,720,1634515200,61574.5,62747,60638.5,60967,2409712707,39005.04867260571
2021-10-18 07:00:00,BTCUSD,720,1634558400,60967,62419,59879.5,62078,2353160217,38292.71591380159
2021-10-18 19:00:00,BTCUSD,720,1634601600,62078,63070,61719,62207,1850252452,29685.20332806623
2021-10-19 07:00:00,BTCUSD,720,1634644800,62207,64494,61393,64306,3642734272,57727.00918728992
2021-10-19 19:00:00,BTCUSD,720,1634688000,64306,64386,63524.5,63870,1231808026,19246.712677826632
2021-10-20 07:00:00,BTCUSD,720,1634731200,63870,67167.5,63852,66038,4351712802,65924.72390152198
2021-10-20 19:00:00,BTCUSD,720,1634774400,66038,66750,64176,64877.5,3933029138,60298.20622381298
2021-10-21 07:00:00,BTCUSD,720,1634817600,64877.5,65670.5,61753.5,62194.5,4244635699,66972.72755447624
2021-10-21 19:00:00,BTCUSD,720,1634860800,62194.5,63739,62194.5,63400,1578773671,25036.202841120066
2021-10-22 07:00:00,BTCUSD,720,1634904000,63400,63760,60055,60743,3165197721,51568.71680633121
2021-10-22 19:00:00,BTCUSD,720,1634947200,60743,61719.5,59627.5,61590.5,1565957992,25744.964796147713
2021-10-23 07:00:00,BTCUSD,720,1634990400,61590.5,61758,60743,61348.5,1276394715,20820.51096210101
2021-10-23 19:00:00,BTCUSD,720,1635033600,61348.5,61523,60214,60337.5,1301050033,21359.268369597215
2021-10-24 07:00:00,BTCUSD,720,1635076800,60337.5,61379.5,59515,60926,1701856605,28189.986273438593
2021-10-24 19:00:00,BTCUSD,720,1635120000,60926,63180.5,60695,62780.5,1545487193,24790.5710304671
2021-10-25 07:00:00,BTCUSD,720,1635163200,62780.5,63790,62600,63140,1635131449,25889.083991337757
2021-10-25 19:00:00,BTCUSD,720,1635206400,63140,63392.5,62240,62846,1125403112,17925.479724259232
2021-10-26 07:00:00,BTCUSD,720,1635249600,62846,62906,59800,60255.5,2832385002,46061.60553799019
2021-10-26 19:00:00,BTCUSD,720,1635292800,60255.5,61524,58017.5,58641,3220844789,53962.27879531119
2021-10-27 07:00:00,BTCUSD,720,1635336000,58641,59624,58223,58476.5,1531317291,26008.13419040219
2021-10-27 19:00:00,BTCUSD,720,1635379200,58476.5,61291.5,58106.5,60997,1643514482,27560.534825169558
2021-10-28 07:00:00,BTCUSD,720,1635422400,60997,62749,57600,60699.5,3216303064,53111.92485739117
2021-10-28 19:00:00,BTCUSD,720,1635465600,60699.5,62182,60222,60970,1454718160,23804.394053067943
2021-10-29 07:00:00,BTCUSD,720,1635508800,60970,63050,60785,62338.5,1652011741,26596.589268033284
2021-10-29 19:00:00,BTCUSD,720,1635552000,62338.5,62401,61090,61637,874413592,14169.242943240717
2021-10-30 07:00:00,BTCUSD,720,1635595200,61637,62305,60658,61936,1179174390,19178.953061110326
2021-10-30 19:00:00,BTCUSD,720,1635638400,61936,62485,60316.5,60509.5,1155916431,18838.84244504961
2021-10-31 07:00:00,BTCUSD,720,1635681600,60509.5,61724.5,60045,61421.5,1009202171,16603.769988012
2021-10-31 19:00:00,BTCUSD,720,1635724800,61421.5,62574.5,59408.5,61918.5,1922580453,31394.29682496406
2021-11-01 07:00:00,BTCUSD,720,1635768000,61918.5,62276,60384,60910.5,1306769725,21358.998949801437
2021-11-01 19:00:00,BTCUSD,720,1635811200,60910.5,63700,60619.5,63077.5,1570509650,25243.128994488696
2021-11-02 07:00:00,BTCUSD,720,1635854400,63077.5,64390.5,62624,63289,1736348371,27343.690787350348
2021-11-02 19:00:00,BTCUSD,720,1635897600,63289,63630,62815.5,63219.5,890909144,14099.655661170616
2021-11-03 07:00:00,BTCUSD,720,1635940800,63219.5,63400,59813,62954,2222526223,35687.47908444223
2021-11-03 19:00:00,BTCUSD,720,1635984000,62954,63151,61316,61520,1198490434,19273.182631326068
2021-11-04 07:00:00,BTCUSD,720,1636027200,61520,62448,60623.5,61465.5,1301979849,21210.47691707958
2021-11-04 19:00:00,BTCUSD,720,1636070400,61465.5,62649,60866,61315.5,1110688245,17943.70268503233
2021-11-05 07:00:00,BTCUSD,720,1636113600,61315.5,61975,60784,61060,1133463929,18517.155017197547
2021-11-05 19:00:00,BTCUSD,720,1636156800,61060,61600,60202.5,60427,1131643241,18562.316668439766
2021-11-06 07:00:00,BTCUSD,720,1636200000,60427,61549.5,60146.5,61534,757545509,12451.13123520947
2021-11-06 19:00:00,BTCUSD,720,1636243200,61534,62468,61446.5,62019,943708883,15216.762078181191
2021-11-07 07:00:00,BTCUSD,720,1636286400,62019,63341,61828.5,63340.5,914700894,14634.632096931
2021-11-07 19:00:00,BTCUSD,720,1636329600,63340.5,66541,63340.5,66118.5,2152506261,32912.277349414086
2021-11-08 07:00:00,BTCUSD,720,1636372800,66118.5,67900,65213,67623.5,1767335087,26662.789901758268
2021-11-08 19:00:00,BTCUSD,720,1636416000,67623.5,68601,67155.5,67714,1531291038,22534.22548316619
2021-11-09 07:00:00,BTCUSD,720,1636459200,67714,68195.5,66217,66969.5,2155866384,32100.166205017904
2021-11-09 19:00:00,BTCUSD,720,1636502400,66969.5,67418.5,66312,66612.5,1024072882,15324.857881512093
2021-11-10 07:00:00,BTCUSD,720,1636545600,66612.5,69182.5,62222,64907.5,4959929409,74892.54653391658
2021-11-10 19:00:00,BTCUSD,720,1636588800,64907.5,65627,64169,65285,1150294423,17730.056756183098
2021-11-11 07:00:00,BTCUSD,720,1636632000,65285,65525,64500,64852.5,1000508303,15389.476380952015
2021-11-11 19:00:00,BTCUSD,720,1636675200,64852.5,65567,63588.5,63805.5,1591901705,24702.067608507336
2021-11-12 07:00:00,BTCUSD,720,1636718400,63805.5,64569.5,62301,64168.5,1885018303,29686.16595401033
2021-11-12 19:00:00,BTCUSD,720,1636761600,64168.5,64475,63409.5,63616,603983561,9456.286444879952
2021-11-13 07:00:00,BTCUSD,720,1636804800,63616,65050,63479.5,64415,929930028,14453.301928399966
2021-11-13 19:00:00,BTCUSD,720,1636848000,64415,65388,64109.5,64473.5,837139798,12932.777360389015
2021-11-14 07:00:00,BTCUSD,720,1636891200,64473.5,65561,63633,65560.5,1131062127,17559.991038479377
2021-11-14 19:00:00,BTCUSD,720,1636934400,65560.5,66400,65333.5,65808.5,1103922148,16761.33914856111
2021-11-15 07:00:00,BTCUSD,720,1636977600,65808.5,65988,63200,63608.5,1588525931,24660.79727034707
2021-11-15 19:00:00,BTCUSD,720,1637020800,63608.5,63608.5,58391,60605,3814435313,62657.870123150824
2021-11-16 07:00:00,BTCUSD,720,1637064000,60605,61405.5,59119,60124.5,1518629507,25136.311234799803
2021-11-16 19:00:00,BTCUSD,720,1637107200,60124.5,60817.5,58403,60782.5,1771109814,29730.610186701168
2021-11-17 07:00:00,BTCUSD,720,1637150400,60782.5,60827,59408.5,60370,1010215056,16801.529835612924
2021-11-17 19:00:00,BTCUSD,720,1637193600,60370,61008.5,59017,59247,1132400993,18901.602364729297
2021-11-18 07:00:00,BTCUSD,720,1637236800,59247,59970,56474.5,56926,3182969192,54923.123086163745
2021-11-18 19:00:00,BTCUSD,720,1637280000,56926,57500,55650,57034.5,1366244217,24138.996263788813
2021-11-19 07:00:00,BTCUSD,720,1637323200,57034.5,58333,56758,58114.5,861867257,14916.482828439732
2021-11-19 19:00:00,BTCUSD,720,1637366400,58114.5,58980,58035,58660.5,656787181,11214.550226399791
2021-11-20 07:00:00,BTCUSD,720,1637409600,58660.5,59912,57439.5,59723,959016606,16329.180152079845
2021-11-20 19:00:00,BTCUSD,720,1637452800,59723,59779.5,58429.5,58762,743602941,12602.617175480744
2021-11-21 07:00:00,BTCUSD,720,1637496000,58762,60096.5,58372,58660,892911903,15063.477855969797
2021-11-21 19:00:00,BTCUSD,720,1637539200,58660,58753,56865.5,57208.5,1298129377,22531.742598978057
